Date,Value,Anomaly
200603,1.54,-5.39
200604,2.48,-2.48
200605,2.66,-0.37
200606,3.58,-4.04
200607,3.05,-5.17
200608,4.35,-1.69
200609,3.41,2.42
200610,3.01,-0.3
200611,3.01,0.09
200612,3.46,-0.73
200701,4.24,2.02
200702,2.74,-1.57
200703,2.17,-4.76
200704,1.79,-3.17
200705,0.59,-2.44
200706,4.49,-3.13
200707,5.33,-2.89
200708,4.06,-1.98
200709,3.1,2.11
200710,2.72,-0.59
200711,1.32,-1.6
200712,5.52,1.33
200801,3.4,1.18
200802,5.67,1.36
200803,3.63,-3.3
200804,3.24,-1.72
200805,2.61,-0.42
200806,2.52,-5.1
200807,4.87,-3.35
200808,7.45,1.41
200809,1.19,0.2
200810,4.44,1.13
200811,3.59,0.67
200812,4.38,0.19
200901,2.65,0.43
200902,2.29,-2.02
200903,6.62,-0.31
200904,6.73,1.77
200905,6.39,3.36
200906,2.81,-4.81
200907,3.62,-4.6
200908,5.65,-0.39
200909,5.95,4.96
200910,5.75,2.44
200911,3.94,1.02
200912,9.08,4.89
201001,6.05,3.83
201002,3.57,-0.74
201003,3.68,-3.25
201004,2.36,-2.6
201005,5.15,2.12
201006,4.27,-3.35
201007,3.71,-4.51
201008,5.15,-0.89
201009,3.27,2.28
201010,1.48,-1.83
201011,2.08,-0.84
201012,2.27,-1.92
201101,3.33,1.11
201102,3.7,-0.61
201103,5.97,-0.96
201104,2.84,-2.12
201105,1.15,-1.88
201106,3.63,-3.99
201107,4.54,-3.68
201108,2.44,-3.6
201109,3.86,2.87
201110,2.59,-0.72
201111,2.83,-0.09
201112,3.23,-0.96
201201,3.04,0.82
201202,2.92,-1.39
201203,4.24,-2.69
201204,1.59,-3.37
201205,3.99,0.96
201206,4.73,-2.89
201207,4.44,-3.78
201208,6.25,0.21
201209,2.91,1.92
201210,1.91,-1.4
201211,1.07,-1.85
201212,4.93,0.74
201301,3.32,1.1
201302,9.62,5.31
201303,3.99,-2.94
201304,5.09,0.13
201305,3.78,0.75
201306,7.56,-0.06
201307,9.6,1.38
201308,7.6,1.56
201309,2.37,1.38
201310,0.94,-2.37
201311,3.23,0.31
201312,6.39,2.2
201401,3.33,1.11
201402,4.06,-0.25
201403,4.41,-2.52
201404,7.35,2.39
201405,3.87,0.84
201406,3.64,-3.98
201407,3.96,-4.26
201408,3.37,-2.67
201409,4.97,3.98
201410,2.78,-0.53
201411,4.36,1.44
201412,5.31,1.12
201501,3.64,1.42
